,statusCode,statusMessage,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,00,NORMAL_CODE,CC0403,PF_0010022_01,2019-12-18 13:00:00,FG,CR,080300,,20191218,52,1,26898.0,27,1
1,,,CC01_1_L_O,PF_0010022_01,2019-12-18 13:00:00,FG,CR,080300,,20191218,13,2,,,
2,,,CC01_2_R_O,PF_0010022_01,2019-12-18 13:00:00,FG,CR,080300,,20191218,13,3,,,
3,,,CC01_1_R_O,PF_0010022_01,2019-12-18 13:00:00,FG,CR,080300,,20191218,13,4,,,
4,,,CC01_2_L_O,PF_0010022_01,2019-12-18 13:00:00,FG,CR,080300,,20191218,13,5,,,
5,,,CC03_1_L_O,PF_0010022_01,2019-12-18 13:00:00,FG,CR,080300,,20191218,13,6,,,
6,,,CC01_1_L_O,PF_0010022_01,2019-12-18 14:00:00,FG,CR,080300,,20191218,45,7,,,
7,,,CC01_2_R_O,PF_0010022_01,2019-12-18 14:00:00,FG,CR,080300,,20191218,45,8,,,
8,,,CC0403,PF_0010022_01,2019-12-18 14:00:00,FG,CR,080300,,20191218,180,9,,,
9,,,CC03_1_L_O,PF_0010022_01,2019-12-18 14:00:00,FG,CR,080300,,20191218,45,10,,,
10,,,CC01_1_R_O,PF_0010022_01,2019-12-18 14:00:00,FG,CR,080300,,20191218,45,11,,,
11,,,CC01_2_L_O,PF_0010022_01,2019-12-18 14:00:00,FG,CR,080300,,20191218,45,12,,,
12,,,CC01_1_L_O,PF_0010022_01,2019-12-18 15:00:00,FG,CR,080300,,20191218,44,13,,,
13,,,CC03_1_L_O,PF_0010022_01,2019-12-18 15:00:00,FG,CR,080300,,20191218,44,14,,,
14,,,CC01_2_R_O,PF_0010022_01,2019-12-18 15:00:00,FG,CR,080300,,20191218,44,15,,,
15,,,CC0403,PF_0010022_01,2019-12-18 15:00:00,FG,CR,080300,,20191218,176,16,,,
16,,,CC01_2_L_O,PF_0010022_01,2019-12-18 15:00:00,FG,CR,080300,,20191218,44,17,,,
17,,,CC01_1_R_O,PF_0010022_01,2019-12-18 15:00:00,FG,CR,080300,,20191218,44,18,,,
18,,,CC0403,PF_0010022_01,2019-12-18 16:00:00,FG,CR,080300,,20191218,140,19,,,
19,,,CC03_1_L_O,PF_0010022_01,2019-12-18 16:00:00,FG,CR,080300,,20191218,35,20,,,
20,,,CC01_1_R_O,PF_0010022_01,2019-12-18 16:00:00,FG,CR,080300,,20191218,35,21,,,
21,,,CC01_1_L_O,PF_0010022_01,2019-12-18 16:00:00,FG,CR,080300,,20191218,35,22,,,
22,,,CC01_2_R_O,PF_0010022_01,2019-12-18 16:00:00,FG,CR,080300,,20191218,35,23,,,
23,,,CC01_2_L_O,PF_0010022_01,2019-12-18 16:00:00,FG,CR,080300,,20191218,35,24,,,
24,,,CC03_1_L_O,PF_0010022_01,2019-12-18 17:00:00,FG,CR,080300,,20191218,42,25,,,
25,,,CC0403,PF_0010022_01,2019-12-18 17:00:00,FG,CR,080300,80.48,20191218,168,26,,,
26,,,CC01_1_R_O,PF_0010022_01,2019-12-18 17:00:00,FG,CR,080300,.05,20191218,42,27,,,
27,,,CC01_2_R_O,PF_0010022_01,2019-12-18 17:00:00,FG,CR,080300,,20191218,42,28,,,
28,,,CC01_1_L_O,PF_0010022_01,2019-12-18 17:00:00,FG,CR,080300,2.62,20191218,42,29,,,
29,,,CC01_2_L_O,PF_0010022_01,2019-12-18 17:00:00,FG,CR,080300,3.1,20191218,42,30,,,
30,,,CC01_2_R_O,PF_0010022_01,2019-12-18 18:00:00,FG,CR,080300,,20191218,45,31,,,
31,,,CC03_1_L_O,PF_0010022_01,2019-12-18 18:00:00,FG,CR,080300,,20191218,45,32,,,
32,,,CC01_2_L_O,PF_0010022_01,2019-12-18 18:00:00,FG,CR,080300,22.89,20191218,45,33,,,
33,,,CC0403,PF_0010022_01,2019-12-18 18:00:00,FG,CR,080300,33.33,20191218,180,34,,,
34,,,CC01_1_L_O,PF_0010022_01,2019-12-18 18:00:00,FG,CR,080300,15.42,20191218,45,35,,,
35,,,CC01_1_R_O,PF_0010022_01,2019-12-18 18:00:00,FG,CR,080300,6,20191218,45,36,,,
36,,,CC01_1_L_O,PF_0010022_01,2019-12-18 19:00:00,FG,CR,080300,0,20191218,44,37,,,
37,,,CC0403,PF_0010022_01,2019-12-18 19:00:00,FG,CR,080300,33.33,20191218,176,38,,,
38,,,CC01_2_L_O,PF_0010022_01,2019-12-18 19:00:00,FG,CR,080300,0,20191218,44,39,,,
39,,,CC01_1_R_O,PF_0010022_01,2019-12-18 19:00:00,FG,CR,080300,0,20191218,44,40,,,
40,,,CC01_2_R_O,PF_0010022_01,2019-12-18 19:00:00,FG,CR,080300,,20191218,44,41,,,
41,,,CC03_1_L_O,PF_0010022_01,2019-12-18 19:00:00,FG,CR,080300,,20191218,44,42,,,
