,statusCode,statusMessage,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,00,NORMAL_CODE,CC03_1_L_C,PF_0000014_01,2016-03-15 17:00:00,FG,CR,080300,15.38,20160315,58,1,23237.0,24,1
1,,,CC03_1_R_C,PF_0000014_01,2016-03-15 17:00:00,FG,CR,080300,0,20160315,58,2,,,
2,,,CC03_1_L_C,PF_0000014_01,2016-03-15 18:00:00,FG,CR,080300,0,20160315,58,3,,,
3,,,CC03_1_R_C,PF_0000014_01,2016-03-15 18:00:00,FG,CR,080300,0,20160315,58,4,,,
4,,,CC03_1_L_C,PF_0000014_01,2016-03-15 19:00:00,FG,CR,080300,0,20160315,57,5,,,
5,,,CC03_1_R_C,PF_0000014_01,2016-03-15 19:00:00,FG,CR,080300,0,20160315,57,6,,,
6,,,CC03_1_R_C,PF_0000014_01,2016-03-15 20:00:00,FG,CR,080300,0,20160315,56,7,,,
7,,,CC03_1_L_C,PF_0000014_01,2016-03-15 20:00:00,FG,CR,080300,0,20160315,56,8,,,
8,,,CC03_1_L_C,PF_0000014_01,2016-03-15 21:00:00,FG,CR,080300,0,20160315,56,9,,,
9,,,CC03_1_R_C,PF_0000014_01,2016-03-15 21:00:00,FG,CR,080300,0,20160315,56,10,,,
10,,,CC03_1_R_C,PF_0000014_01,2016-03-15 22:00:00,FG,CR,080300,0,20160315,56,11,,,
11,,,CC03_1_L_C,PF_0000014_01,2016-03-15 22:00:00,FG,CR,080300,0,20160315,56,12,,,
12,,,CC03_1_R_C,PF_0000014_01,2016-03-15 23:00:00,FG,CR,080300,0,20160315,57,13,,,
13,,,CC03_1_L_C,PF_0000014_01,2016-03-15 23:00:00,FG,CR,080300,0,20160315,57,14,,,
14,,,CC03_1_L_C,PF_0000014_01,2016-03-16 00:00:00,FG,CR,080300,27.46,20160316,110,15,,,
15,,,CC03_1_R_C,PF_0000014_01,2016-03-16 00:00:00,FG,CR,080300,51.82,20160316,110,16,,,
16,,,CC03_1_R_C,PF_0000014_01,2016-03-16 01:00:00,FG,CR,080300,0,20160316,56,17,,,
17,,,CC03_1_L_C,PF_0000014_01,2016-03-16 01:00:00,FG,CR,080300,0,20160316,56,18,,,
18,,,CC03_1_L_C,PF_0000014_01,2016-03-16 02:00:00,FG,CR,080300,0,20160316,56,19,,,
19,,,CC03_1_R_C,PF_0000014_01,2016-03-16 02:00:00,FG,CR,080300,0,20160316,56,20,,,
20,,,CC03_1_L_C,PF_0000014_01,2016-03-16 03:00:00,FG,CR,080300,0,20160316,57,21,,,
21,,,CC03_1_R_C,PF_0000014_01,2016-03-16 03:00:00,FG,CR,080300,0,20160316,57,22,,,
22,,,CC03_1_R_C,PF_0000014_01,2016-03-16 04:00:00,FG,CR,080300,0,20160316,56,23,,,
23,,,CC03_1_L_C,PF_0000014_01,2016-03-16 04:00:00,FG,CR,080300,0,20160316,56,24,,,
24,,,CC03_1_R_C,PF_0000014_01,2016-03-16 05:00:00,FG,CR,080300,0,20160316,57,25,,,
25,,,CC03_1_L_C,PF_0000014_01,2016-03-16 05:00:00,FG,CR,080300,0,20160316,57,26,,,
26,,,CC03_1_L_C,PF_0000014_01,2016-03-16 06:00:00,FG,CR,080300,0,20160316,56,27,,,
27,,,CC03_1_R_C,PF_0000014_01,2016-03-16 06:00:00,FG,CR,080300,0,20160316,56,28,,,
28,,,CC03_1_L_C,PF_0000014_01,2016-03-16 07:00:00,FG,CR,080300,0,20160316,57,29,,,
29,,,CC03_1_R_C,PF_0000014_01,2016-03-16 07:00:00,FG,CR,080300,0,20160316,57,30,,,
30,,,CC03_1_L_C,PF_0000014_01,2016-03-16 08:00:00,FG,CR,080300,0,20160316,57,31,,,
31,,,CC03_1_R_C,PF_0000014_01,2016-03-16 08:00:00,FG,CR,080300,0,20160316,57,32,,,
32,,,CC03_1_L_C,PF_0000014_01,2016-03-16 09:00:00,FG,CR,080300,78.71,20160316,56,33,,,
33,,,CC03_1_R_C,PF_0000014_01,2016-03-16 09:00:00,FG,CR,080300,0,20160316,56,34,,,
34,,,CC03_1_R_C,PF_0000014_01,2016-03-16 10:00:00,FG,CR,080300,87.98,20160316,58,35,,,
35,,,CC03_1_L_C,PF_0000014_01,2016-03-16 10:00:00,FG,CR,080300,16.97,20160316,58,36,,,
36,,,CC03_1_R_C,PF_0000014_01,2016-03-16 11:00:00,FG,CR,080300,100,20160316,58,37,,,
37,,,CC03_1_L_C,PF_0000014_01,2016-03-16 11:00:00,FG,CR,080300,46.05,20160316,58,38,,,
38,,,CC03_1_R_C,PF_0000014_01,2016-03-16 13:00:00,FG,CR,080300,100,20160316,57,39,,,
39,,,CC03_1_L_C,PF_0000014_01,2016-03-16 13:00:00,FG,CR,080300,62.65,20160316,57,40,,,
40,,,CC03_1_L_C,PF_0000014_01,2016-03-16 14:00:00,FG,CR,080300,76,20160316,49,41,,,
41,,,CC03_1_R_C,PF_0000014_01,2016-03-16 14:00:00,FG,CR,080300,94.84,20160316,49,42,,,
42,,,CC03_1_R_C,PF_0000014_01,2016-03-16 15:00:00,FG,CR,080300,81.43,20160316,58,43,,,
43,,,CC03_1_L_C,PF_0000014_01,2016-03-16 15:00:00,FG,CR,080300,69.5,20160316,58,44,,,
44,,,CC03_1_R_C,PF_0000014_01,2016-03-16 16:00:00,FG,CR,080300,56,20160316,57,45,,,
45,,,CC03_1_L_C,PF_0000014_01,2016-03-16 16:00:00,FG,CR,080300,21.44,20160316,57,46,,,
46,,,CC03_1_R_C,PF_0000014_01,2016-03-16 17:00:00,FG,CR,080300,26.54,20160316,57,47,,,
47,,,CC03_1_L_C,PF_0000014_01,2016-03-16 17:00:00,FG,CR,080300,0,20160316,57,48,,,
48,,,CC03_1_L_C,PF_0000014_01,2016-03-16 18:00:00,FG,CR,080300,0,20160316,57,49,,,
49,,,CC03_1_R_C,PF_0000014_01,2016-03-16 18:00:00,FG,CR,080300,0,20160316,57,50,,,
50,,,CC03_1_R_C,PF_0000014_01,2016-03-16 19:00:00,FG,CR,080300,0,20160316,58,51,,,
51,,,CC03_1_L_C,PF_0000014_01,2016-03-16 19:00:00,FG,CR,080300,0,20160316,58,52,,,
52,,,CC03_1_L_C,PF_0000014_01,2016-03-16 20:00:00,FG,CR,080300,0,20160316,57,53,,,
53,,,CC03_1_R_C,PF_0000014_01,2016-03-16 20:00:00,FG,CR,080300,0,20160316,57,54,,,
54,,,CC03_1_L_C,PF_0000014_01,2016-03-16 21:00:00,FG,CR,080300,0,20160316,57,55,,,
55,,,CC03_1_R_C,PF_0000014_01,2016-03-16 21:00:00,FG,CR,080300,0,20160316,57,56,,,
56,,,CC03_1_R_C,PF_0000014_01,2016-03-16 22:00:00,FG,CR,080300,0,20160316,56,57,,,
57,,,CC03_1_L_C,PF_0000014_01,2016-03-16 22:00:00,FG,CR,080300,0,20160316,56,58,,,
58,,,CC03_1_R_C,PF_0000014_01,2016-03-16 23:00:00,FG,CR,080300,0,20160316,56,59,,,
59,,,CC03_1_L_C,PF_0000014_01,2016-03-16 23:00:00,FG,CR,080300,0,20160316,56,60,,,
60,,,CC03_1_L_C,PF_0000014_01,2016-03-17 00:00:00,FG,CR,080300,47.55,20160317,110,61,,,
