,statusCode,statusMessage,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,00,NORMAL_CODE,CC03_1_L_C,PF_0000010_01,2016-03-15 18:00:00,FG,CR,080300,0,20160315,53,1,31162.0,32,1
1,,,CC01_1_L_C,PF_0000010_01,2016-03-15 18:00:00,FG,CR,080300,0,20160315,54,2,,,
2,,,CC01_2_L_C,PF_0000010_01,2016-03-15 18:00:00,FG,CR,080300,100,20160315,53,3,,,
3,,,CC03_1_R_C,PF_0000010_01,2016-03-15 18:00:00,FG,CR,080300,2,20160315,53,4,,,
4,,,CC1903,PF_0000010_01,2016-03-15 18:00:00,FG,CR,080300,0,20160315,53,5,,,
5,,,CC0403,PF_0000010_01,2016-03-15 18:00:00,FG,CR,080300,67.92,20160315,53,6,,,
6,,,CC0403,PF_0000010_01,2016-03-15 19:00:00,FG,CR,080300,38.18,20160315,55,7,,,
7,,,CC03_1_L_C,PF_0000010_01,2016-03-15 19:00:00,FG,CR,080300,0,20160315,55,8,,,
8,,,CC03_1_R_C,PF_0000010_01,2016-03-15 19:00:00,FG,CR,080300,2,20160315,55,9,,,
9,,,CC1903,PF_0000010_01,2016-03-15 19:00:00,FG,CR,080300,0,20160315,55,10,,,
10,,,CC01_1_L_C,PF_0000010_01,2016-03-15 19:00:00,FG,CR,080300,0,20160315,55,11,,,
11,,,CC01_2_L_C,PF_0000010_01,2016-03-15 19:00:00,FG,CR,080300,100,20160315,55,12,,,
12,,,CC1903,PF_0000010_01,2016-03-15 20:00:00,FG,CR,080300,0,20160315,54,13,,,
13,,,CC0403,PF_0000010_01,2016-03-15 20:00:00,FG,CR,080300,40.74,20160315,54,14,,,
14,,,CC01_2_L_C,PF_0000010_01,2016-03-15 20:00:00,FG,CR,080300,100,20160315,54,15,,,
15,,,CC03_1_L_C,PF_0000010_01,2016-03-15 20:00:00,FG,CR,080300,0,20160315,54,16,,,
16,,,CC01_1_L_C,PF_0000010_01,2016-03-15 20:00:00,FG,CR,080300,0,20160315,54,17,,,
17,,,CC03_1_R_C,PF_0000010_01,2016-03-15 20:00:00,FG,CR,080300,2,20160315,54,18,,,
18,,,CC03_1_L_C,PF_0000010_01,2016-03-15 21:00:00,FG,CR,080300,0,20160315,55,19,,,
19,,,CC0403,PF_0000010_01,2016-03-15 21:00:00,FG,CR,080300,44.44,20160315,54,20,,,
20,,,CC03_1_R_C,PF_0000010_01,2016-03-15 21:00:00,FG,CR,080300,2,20160315,55,21,,,
21,,,CC01_2_L_C,PF_0000010_01,2016-03-15 21:00:00,FG,CR,080300,100,20160315,55,22,,,
22,,,CC1903,PF_0000010_01,2016-03-15 21:00:00,FG,CR,080300,0,20160315,54,23,,,
23,,,CC01_1_L_C,PF_0000010_01,2016-03-15 21:00:00,FG,CR,080300,0,20160315,55,24,,,
24,,,CC0403,PF_0000010_01,2016-03-15 22:00:00,FG,CR,080300,45.45,20160315,55,25,,,
25,,,CC01_1_L_C,PF_0000010_01,2016-03-15 22:00:00,FG,CR,080300,0,20160315,55,26,,,
26,,,CC03_1_R_C,PF_0000010_01,2016-03-15 22:00:00,FG,CR,080300,2,20160315,55,27,,,
27,,,CC01_2_L_C,PF_0000010_01,2016-03-15 22:00:00,FG,CR,080300,100,20160315,55,28,,,
28,,,CC1903,PF_0000010_01,2016-03-15 22:00:00,FG,CR,080300,0,20160315,55,29,,,
29,,,CC03_1_L_C,PF_0000010_01,2016-03-15 22:00:00,FG,CR,080300,0,20160315,55,30,,,
30,,,CC03_1_L_C,PF_0000010_01,2016-03-15 23:00:00,FG,CR,080300,0,20160315,55,31,,,
31,,,CC03_1_R_C,PF_0000010_01,2016-03-15 23:00:00,FG,CR,080300,2,20160315,55,32,,,
32,,,CC1903,PF_0000010_01,2016-03-15 23:00:00,FG,CR,080300,0,20160315,55,33,,,
33,,,CC01_1_L_C,PF_0000010_01,2016-03-15 23:00:00,FG,CR,080300,0,20160315,55,34,,,
34,,,CC0403,PF_0000010_01,2016-03-15 23:00:00,FG,CR,080300,49.09,20160315,55,35,,,
35,,,CC01_2_L_C,PF_0000010_01,2016-03-15 23:00:00,FG,CR,080300,100,20160315,55,36,,,
36,,,CC03_1_R_C,PF_0000010_01,2016-03-16 00:00:00,FG,CR,080300,2,20160316,107,37,,,
37,,,CC03_1_L_C,PF_0000010_01,2016-03-16 00:00:00,FG,CR,080300,0,20160316,107,38,,,
38,,,CC01_2_L_C,PF_0000010_01,2016-03-16 00:00:00,FG,CR,080300,100,20160316,107,39,,,
39,,,CC01_1_L_C,PF_0000010_01,2016-03-16 00:00:00,FG,CR,080300,21.2,20160316,107,40,,,
40,,,CC1903,PF_0000010_01,2016-03-16 00:00:00,FG,CR,080300,0,20160316,107,41,,,
41,,,CC0403,PF_0000010_01,2016-03-16 00:00:00,FG,CR,080300,71.96,20160316,107,42,,,
42,,,CC01_1_L_C,PF_0000010_01,2016-03-16 01:00:00,FG,CR,080300,0,20160316,55,43,,,
43,,,CC01_2_L_C,PF_0000010_01,2016-03-16 01:00:00,FG,CR,080300,100,20160316,55,44,,,
44,,,CC03_1_L_C,PF_0000010_01,2016-03-16 01:00:00,FG,CR,080300,0,20160316,55,45,,,
45,,,CC1903,PF_0000010_01,2016-03-16 01:00:00,FG,CR,080300,0,20160316,55,46,,,
46,,,CC03_1_R_C,PF_0000010_01,2016-03-16 01:00:00,FG,CR,080300,2,20160316,55,47,,,
47,,,CC0403,PF_0000010_01,2016-03-16 01:00:00,FG,CR,080300,43.64,20160316,55,48,,,
48,,,CC03_1_L_C,PF_0000010_01,2016-03-16 02:00:00,FG,CR,080300,0,20160316,54,49,,,
49,,,CC01_1_L_C,PF_0000010_01,2016-03-16 02:00:00,FG,CR,080300,0,20160316,55,50,,,
50,,,CC01_2_L_C,PF_0000010_01,2016-03-16 02:00:00,FG,CR,080300,100,20160316,54,51,,,
51,,,CC1903,PF_0000010_01,2016-03-16 02:00:00,FG,CR,080300,0,20160316,53,52,,,
52,,,CC0403,PF_0000010_01,2016-03-16 02:00:00,FG,CR,080300,49.06,20160316,53,53,,,
53,,,CC03_1_R_C,PF_0000010_01,2016-03-16 02:00:00,FG,CR,080300,2,20160316,54,54,,,
54,,,CC03_1_R_C,PF_0000010_01,2016-03-16 03:00:00,FG,CR,080300,2,20160316,55,55,,,
55,,,CC01_2_L_C,PF_0000010_01,2016-03-16 03:00:00,FG,CR,080300,100,20160316,55,56,,,
56,,,CC1903,PF_0000010_01,2016-03-16 03:00:00,FG,CR,080300,0,20160316,55,57,,,
57,,,CC0403,PF_0000010_01,2016-03-16 03:00:00,FG,CR,080300,45.45,20160316,55,58,,,
58,,,CC01_1_L_C,PF_0000010_01,2016-03-16 03:00:00,FG,CR,080300,0,20160316,55,59,,,
59,,,CC03_1_L_C,PF_0000010_01,2016-03-16 03:00:00,FG,CR,080300,0,20160316,55,60,,,
60,,,CC01_2_L_C,PF_0000010_01,2016-03-16 04:00:00,FG,CR,080300,100,20160316,54,61,,,
61,,,CC01_1_L_C,PF_0000010_01,2016-03-16 04:00:00,FG,CR,080300,0,20160316,54,62,,,
62,,,CC1903,PF_0000010_01,2016-03-16 04:00:00,FG,CR,080300,0,20160316,54,63,,,
63,,,CC03_1_L_C,PF_0000010_01,2016-03-16 04:00:00,FG,CR,080300,0,20160316,54,64,,,
64,,,CC0403,PF_0000010_01,2016-03-16 04:00:00,FG,CR,080300,46.3,20160316,54,65,,,
65,,,CC03_1_R_C,PF_0000010_01,2016-03-16 04:00:00,FG,CR,080300,2,20160316,54,66,,,
66,,,CC0403,PF_0000010_01,2016-03-16 05:00:00,FG,CR,080300,43.64,20160316,55,67,,,
67,,,CC03_1_L_C,PF_0000010_01,2016-03-16 05:00:00,FG,CR,080300,0,20160316,55,68,,,
68,,,CC03_1_R_C,PF_0000010_01,2016-03-16 05:00:00,FG,CR,080300,2,20160316,55,69,,,
69,,,CC1903,PF_0000010_01,2016-03-16 05:00:00,FG,CR,080300,0,20160316,55,70,,,
70,,,CC01_1_L_C,PF_0000010_01,2016-03-16 05:00:00,FG,CR,080300,0,20160316,55,71,,,
71,,,CC01_2_L_C,PF_0000010_01,2016-03-16 05:00:00,FG,CR,080300,100,20160316,55,72,,,
72,,,CC03_1_L_C,PF_0000010_01,2016-03-16 06:00:00,FG,CR,080300,0,20160316,54,73,,,
73,,,CC1903,PF_0000010_01,2016-03-16 06:00:00,FG,CR,080300,0,20160316,54,74,,,
74,,,CC01_1_L_C,PF_0000010_01,2016-03-16 06:00:00,FG,CR,080300,0,20160316,54,75,,,
75,,,CC01_2_L_C,PF_0000010_01,2016-03-16 06:00:00,FG,CR,080300,100,20160316,54,76,,,
76,,,CC03_1_R_C,PF_0000010_01,2016-03-16 06:00:00,FG,CR,080300,2,20160316,54,77,,,
77,,,CC0403,PF_0000010_01,2016-03-16 06:00:00,FG,CR,080300,50,20160316,54,78,,,
78,,,CC01_2_L_C,PF_0000010_01,2016-03-16 07:00:00,FG,CR,080300,100,20160316,55,79,,,
79,,,CC01_1_L_C,PF_0000010_01,2016-03-16 07:00:00,FG,CR,080300,0,20160316,55,80,,,
80,,,CC03_1_L_C,PF_0000010_01,2016-03-16 07:00:00,FG,CR,080300,0,20160316,55,81,,,
81,,,CC03_1_R_C,PF_0000010_01,2016-03-16 07:00:00,FG,CR,080300,2,20160316,55,82,,,
82,,,CC1903,PF_0000010_01,2016-03-16 07:00:00,FG,CR,080300,0,20160316,55,83,,,
83,,,CC0403,PF_0000010_01,2016-03-16 07:00:00,FG,CR,080300,52.73,20160316,55,84,,,
84,,,CC03_1_L_C,PF_0000010_01,2016-03-16 08:00:00,FG,CR,080300,0,20160316,53,85,,,
85,,,CC1903,PF_0000010_01,2016-03-16 08:00:00,FG,CR,080300,0,20160316,53,86,,,
86,,,CC01_2_L_C,PF_0000010_01,2016-03-16 08:00:00,FG,CR,080300,100,20160316,53,87,,,
87,,,CC03_1_R_C,PF_0000010_01,2016-03-16 08:00:00,FG,CR,080300,2,20160316,53,88,,,
88,,,CC0403,PF_0000010_01,2016-03-16 08:00:00,FG,CR,080300,90.66,20160316,53,89,,,
89,,,CC01_1_L_C,PF_0000010_01,2016-03-16 08:00:00,FG,CR,080300,0,20160316,53,90,,,
90,,,CC0403,PF_0000010_01,2016-03-16 09:00:00,FG,CR,080300,100,20160316,55,91,,,
91,,,CC01_2_L_C,PF_0000010_01,2016-03-16 09:00:00,FG,CR,080300,100,20160316,55,92,,,
92,,,CC1903,PF_0000010_01,2016-03-16 09:00:00,FG,CR,080300,0,20160316,55,93,,,
93,,,CC03_1_L_C,PF_0000010_01,2016-03-16 09:00:00,FG,CR,080300,0,20160316,55,94,,,
94,,,CC03_1_R_C,PF_0000010_01,2016-03-16 09:00:00,FG,CR,080300,2,20160316,55,95,,,
95,,,CC01_1_L_C,PF_0000010_01,2016-03-16 09:00:00,FG,CR,080300,8.16,20160316,55,96,,,
96,,,CC0403,PF_0000010_01,2016-03-16 10:00:00,FG,CR,080300,100,20160316,54,97,,,
97,,,CC03_1_R_C,PF_0000010_01,2016-03-16 10:00:00,FG,CR,080300,2,20160316,54,98,,,
98,,,CC01_1_L_C,PF_0000010_01,2016-03-16 10:00:00,FG,CR,080300,42,20160316,55,99,,,
99,,,CC01_2_L_C,PF_0000010_01,2016-03-16 10:00:00,FG,CR,080300,100,20160316,54,100,,,
100,,,CC1903,PF_0000010_01,2016-03-16 10:00:00,FG,CR,080300,0,20160316,54,101,,,
101,,,CC03_1_L_C,PF_0000010_01,2016-03-16 10:00:00,FG,CR,080300,0,20160316,54,102,,,
102,,,CC0403,PF_0000010_01,2016-03-16 11:00:00,FG,CR,080300,100,20160316,54,103,,,
103,,,CC01_2_L_C,PF_0000010_01,2016-03-16 11:00:00,FG,CR,080300,100,20160316,54,104,,,
104,,,CC01_1_L_C,PF_0000010_01,2016-03-16 11:00:00,FG,CR,080300,42.82,20160316,55,105,,,
105,,,CC03_1_L_C,PF_0000010_01,2016-03-16 11:00:00,FG,CR,080300,0,20160316,54,106,,,
106,,,CC03_1_R_C,PF_0000010_01,2016-03-16 11:00:00,FG,CR,080300,2,20160316,54,107,,,
107,,,CC1903,PF_0000010_01,2016-03-16 11:00:00,FG,CR,080300,0,20160316,54,108,,,
108,,,CC03_1_L_C,PF_0000010_01,2016-03-16 13:00:00,FG,CR,080300,0,20160316,55,109,,,
109,,,CC03_1_R_C,PF_0000010_01,2016-03-16 13:00:00,FG,CR,080300,2,20160316,55,110,,,
110,,,CC01_2_L_C,PF_0000010_01,2016-03-16 13:00:00,FG,CR,080300,100,20160316,55,111,,,
111,,,CC1903,PF_0000010_01,2016-03-16 13:00:00,FG,CR,080300,0,20160316,54,112,,,
112,,,CC01_1_L_C,PF_0000010_01,2016-03-16 13:00:00,FG,CR,080300,42,20160316,55,113,,,
113,,,CC0403,PF_0000010_01,2016-03-16 13:00:00,FG,CR,080300,100,20160316,55,114,,,
114,,,CC01_1_L_C,PF_0000010_01,2016-03-16 14:00:00,FG,CR,080300,42,20160316,54,115,,,
115,,,CC01_2_L_C,PF_0000010_01,2016-03-16 14:00:00,FG,CR,080300,100,20160316,54,116,,,
116,,,CC1903,PF_0000010_01,2016-03-16 14:00:00,FG,CR,080300,0,20160316,54,117,,,
117,,,CC03_1_R_C,PF_0000010_01,2016-03-16 14:00:00,FG,CR,080300,2,20160316,54,118,,,
118,,,CC0403,PF_0000010_01,2016-03-16 14:00:00,FG,CR,080300,100,20160316,54,119,,,
119,,,CC03_1_L_C,PF_0000010_01,2016-03-16 14:00:00,FG,CR,080300,0,20160316,54,120,,,
120,,,CC1903,PF_0000010_01,2016-03-16 15:00:00,FG,CR,080300,0,20160316,56,121,,,
121,,,CC03_1_L_C,PF_0000010_01,2016-03-16 15:00:00,FG,CR,080300,0,20160316,56,122,,,
122,,,CC0403,PF_0000010_01,2016-03-16 15:00:00,FG,CR,080300,100,20160316,56,123,,,
123,,,CC03_1_R_C,PF_0000010_01,2016-03-16 15:00:00,FG,CR,080300,2,20160316,56,124,,,
124,,,CC01_2_L_C,PF_0000010_01,2016-03-16 15:00:00,FG,CR,080300,100,20160316,56,125,,,
125,,,CC01_1_L_C,PF_0000010_01,2016-03-16 15:00:00,FG,CR,080300,42,20160316,56,126,,,
126,,,CC01_1_L_C,PF_0000010_01,2016-03-16 16:00:00,FG,CR,080300,42,20160316,54,127,,,
127,,,CC0403,PF_0000010_01,2016-03-16 16:00:00,FG,CR,080300,100,20160316,54,128,,,
128,,,CC03_1_L_C,PF_0000010_01,2016-03-16 16:00:00,FG,CR,080300,0,20160316,54,129,,,
129,,,CC03_1_R_C,PF_0000010_01,2016-03-16 16:00:00,FG,CR,080300,2,20160316,54,130,,,
130,,,CC1903,PF_0000010_01,2016-03-16 16:00:00,FG,CR,080300,0,20160316,54,131,,,
131,,,CC01_2_L_C,PF_0000010_01,2016-03-16 16:00:00,FG,CR,080300,100,20160316,54,132,,,
132,,,CC01_2_L_C,PF_0000010_01,2016-03-16 17:00:00,FG,CR,080300,100,20160316,54,133,,,
133,,,CC1903,PF_0000010_01,2016-03-16 17:00:00,FG,CR,080300,0,20160316,54,134,,,
134,,,CC01_1_L_C,PF_0000010_01,2016-03-16 17:00:00,FG,CR,080300,14.71,20160316,55,135,,,
135,,,CC0403,PF_0000010_01,2016-03-16 17:00:00,FG,CR,080300,100,20160316,54,136,,,
136,,,CC03_1_L_C,PF_0000010_01,2016-03-16 17:00:00,FG,CR,080300,0,20160316,55,137,,,
137,,,CC03_1_R_C,PF_0000010_01,2016-03-16 17:00:00,FG,CR,080300,2,20160316,55,138,,,
138,,,CC0403,PF_0000010_01,2016-03-16 18:00:00,FG,CR,080300,50.61,20160316,54,139,,,
139,,,CC01_2_L_C,PF_0000010_01,2016-03-16 18:00:00,FG,CR,080300,100,20160316,54,140,,,
140,,,CC1903,PF_0000010_01,2016-03-16 18:00:00,FG,CR,080300,0,20160316,54,141,,,
141,,,CC01_1_L_C,PF_0000010_01,2016-03-16 18:00:00,FG,CR,080300,3,20160316,54,142,,,
142,,,CC03_1_L_C,PF_0000010_01,2016-03-16 18:00:00,FG,CR,080300,0,20160316,54,143,,,
143,,,CC03_1_R_C,PF_0000010_01,2016-03-16 18:00:00,FG,CR,080300,2,20160316,54,144,,,
144,,,CC01_2_L_C,PF_0000010_01,2016-03-16 19:00:00,FG,CR,080300,100,20160316,55,145,,,
145,,,CC03_1_L_C,PF_0000010_01,2016-03-16 19:00:00,FG,CR,080300,0,20160316,55,146,,,
146,,,CC1903,PF_0000010_01,2016-03-16 19:00:00,FG,CR,080300,0,20160316,55,147,,,
147,,,CC03_1_R_C,PF_0000010_01,2016-03-16 19:00:00,FG,CR,080300,2,20160316,55,148,,,
148,,,CC01_1_L_C,PF_0000010_01,2016-03-16 19:00:00,FG,CR,080300,3,20160316,55,149,,,
149,,,CC0403,PF_0000010_01,2016-03-16 19:00:00,FG,CR,080300,54.55,20160316,55,150,,,
150,,,CC1903,PF_0000010_01,2016-03-16 20:00:00,FG,CR,080300,0,20160316,55,151,,,
151,,,CC0403,PF_0000010_01,2016-03-16 20:00:00,FG,CR,080300,49.09,20160316,55,152,,,
152,,,CC03_1_L_C,PF_0000010_01,2016-03-16 20:00:00,FG,CR,080300,0,20160316,55,153,,,
153,,,CC01_2_L_C,PF_0000010_01,2016-03-16 20:00:00,FG,CR,080300,100,20160316,55,154,,,
154,,,CC03_1_R_C,PF_0000010_01,2016-03-16 20:00:00,FG,CR,080300,2,20160316,55,155,,,
155,,,CC01_1_L_C,PF_0000010_01,2016-03-16 20:00:00,FG,CR,080300,3,20160316,55,156,,,
156,,,CC03_1_R_C,PF_0000010_01,2016-03-16 21:00:00,FG,CR,080300,2,20160316,55,157,,,
157,,,CC0403,PF_0000010_01,2016-03-16 21:00:00,FG,CR,080300,50.91,20160316,55,158,,,
158,,,CC03_1_L_C,PF_0000010_01,2016-03-16 21:00:00,FG,CR,080300,0,20160316,55,159,,,
159,,,CC1903,PF_0000010_01,2016-03-16 21:00:00,FG,CR,080300,0,20160316,55,160,,,
160,,,CC01_2_L_C,PF_0000010_01,2016-03-16 21:00:00,FG,CR,080300,100,20160316,55,161,,,
161,,,CC01_1_L_C,PF_0000010_01,2016-03-16 21:00:00,FG,CR,080300,3,20160316,55,162,,,
162,,,CC01_1_L_C,PF_0000010_01,2016-03-16 22:00:00,FG,CR,080300,3,20160316,54,163,,,
163,,,CC03_1_L_C,PF_0000010_01,2016-03-16 22:00:00,FG,CR,080300,0,20160316,54,164,,,
164,,,CC03_1_R_C,PF_0000010_01,2016-03-16 22:00:00,FG,CR,080300,2,20160316,54,165,,,
165,,,CC0403,PF_0000010_01,2016-03-16 22:00:00,FG,CR,080300,42.59,20160316,54,166,,,
