,statusCode,statusMessage,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,00,NORMAL_CODE,CC03,PF_0002529_01,2019-01-25 20:00:00,FG,CR,080300,0,20190125,2,1,10893.0,11,1
1,,,CC01,PF_0002529_01,2019-01-25 20:00:00,FG,CR,080300,0,20190125,2,2,,,
2,,,CC0403,PF_0002529_01,2019-01-25 20:00:00,FG,CR,080300,100,20190125,2,3,,,
3,,,CC03,PF_0002529_01,2019-01-26 10:00:00,FG,CR,080300,0,20190126,34,4,,,
4,,,CC0403,PF_0002529_01,2019-01-26 10:00:00,FG,CR,080300,100,20190126,34,5,,,
5,,,CC01,PF_0002529_01,2019-01-26 10:00:00,FG,CR,080300,0,20190126,34,6,,,
6,,,CC03,PF_0002529_01,2019-01-26 11:00:00,FG,CR,080300,13,20190126,60,7,,,
7,,,CC0403,PF_0002529_01,2019-01-26 11:00:00,FG,CR,080300,100,20190126,60,8,,,
8,,,CC01,PF_0002529_01,2019-01-26 11:00:00,FG,CR,080300,0,20190126,60,9,,,
9,,,CC0403,PF_0002529_01,2019-01-26 12:00:00,FG,CR,080300,100,20190126,60,10,,,
10,,,CC03,PF_0002529_01,2019-01-26 12:00:00,FG,CR,080300,23.17,20190126,60,11,,,
11,,,CC01,PF_0002529_01,2019-01-26 12:00:00,FG,CR,080300,0,20190126,60,12,,,
12,,,CC01,PF_0002529_01,2019-01-26 13:00:00,FG,CR,080300,0,20190126,60,13,,,
13,,,CC0403,PF_0002529_01,2019-01-26 13:00:00,FG,CR,080300,100,20190126,60,14,,,
14,,,CC03,PF_0002529_01,2019-01-26 13:00:00,FG,CR,080300,30,20190126,60,15,,,
15,,,CC0403,PF_0002529_01,2019-01-26 14:00:00,FG,CR,080300,100,20190126,36,16,,,
16,,,CC03,PF_0002529_01,2019-01-26 14:00:00,FG,CR,080300,35.56,20190126,36,17,,,
17,,,CC01,PF_0002529_01,2019-01-26 14:00:00,FG,CR,080300,0,20190126,36,18,,,
18,,,CC01,PF_0002529_01,2019-01-26 15:00:00,FG,CR,080300,0,20190126,35,19,,,
