,statusCode,statusMessage,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,00,NORMAL_CODE,CC01,PF_0000002_01,2016-03-09 20:00:00,FG,CR,080300,0,20160309,1,1,20391.0,21,1
1,,,CC01_2_L_C,PF_0000002_01,2016-03-10 03:00:00,FG,CR,080300,0,20160310,1,2,,,
2,,,CC01,PF_0000002_01,2016-03-10 03:00:00,FG,CR,080300,0,20160310,2,3,,,
3,,,CC03,PF_0000002_01,2016-03-10 03:00:00,FG,CR,080300,0,20160310,1,4,,,
4,,,CC01,PF_0000002_01,2016-03-11 02:00:00,FG,CR,080300,0,20160311,1,5,,,
5,,,CC01_2_L_C,PF_0000002_01,2016-03-11 17:00:00,FG,CR,080300,0,20160311,2,6,,,
6,,,CC03,PF_0000002_01,2016-03-11 17:00:00,FG,CR,080300,0,20160311,1,7,,,
7,,,CC03,PF_0000002_01,2016-03-12 13:00:00,FG,CR,080300,86,20160312,1,8,,,
8,,,CC03,PF_0000002_01,2016-03-13 08:00:00,FG,CR,080300,0,20160313,1,9,,,
9,,,CC01_2_L_C,PF_0000002_01,2016-03-13 08:00:00,FG,CR,080300,0,20160313,2,10,,,
10,,,CC01,PF_0000002_01,2016-03-13 08:00:00,FG,CR,080300,0,20160313,1,11,,,
11,,,CC01_2_L_C,PF_0000002_01,2016-03-13 15:00:00,FG,CR,080300,0,20160313,1,12,,,
12,,,CC03,PF_0000002_01,2016-03-14 05:00:00,FG,CR,080300,0,20160314,2,13,,,
13,,,CC01_2_L_C,PF_0000002_01,2016-03-14 05:00:00,FG,CR,080300,0,20160314,1,14,,,
14,,,CC03,PF_0000002_01,2016-03-14 19:00:00,FG,CR,080300,0,20160314,1,15,,,
15,,,CC01,PF_0000002_01,2016-03-14 19:00:00,FG,CR,080300,0,20160314,1,16,,,
16,,,CC01_2_L_C,PF_0000002_01,2016-03-14 19:00:00,FG,CR,080300,0,20160314,1,17,,,
17,,,CC01,PF_0000002_01,2016-03-15 04:00:00,FG,CR,080300,0,20160315,1,18,,,
18,,,CC01_2_L_C,PF_0000002_01,2016-03-15 04:00:00,FG,CR,080300,0,20160315,1,19,,,
19,,,CC03,PF_0000002_01,2016-03-15 04:00:00,FG,CR,080300,0,20160315,1,20,,,
20,,,CC03,PF_0000002_01,2016-03-15 19:00:00,FG,CR,080300,0,20160315,30,21,,,
21,,,CC01_2_L_C,PF_0000002_01,2016-03-15 19:00:00,FG,CR,080300,0,20160315,30,22,,,
22,,,CC01,PF_0000002_01,2016-03-15 19:00:00,FG,CR,080300,0,20160315,30,23,,,
23,,,CC01,PF_0000002_01,2016-03-15 20:00:00,FG,CR,080300,0,20160315,2,24,,,
