,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,WS,PF_0000043_01,2017-03-07 17:00:00,FG,EO,132600,1.78,20170307,5,1,20924.0,21,1
1,CI,PF_0000043_01,2017-03-07 17:00:00,FG,EI,132600,589.71,20170307,7,2,,,
2,EL,PF_0000043_01,2017-03-07 17:00:00,FG,EL,132600,,20170307,6,3,,,
3,HL,PF_0000043_01,2017-03-07 17:00:00,FG,EL,132600,,20170307,6,4,,,
4,HI,PF_0000043_01,2017-03-07 17:00:00,FG,EI,132600,93,20170307,6,5,,,
5,RP,PF_0000043_01,2017-03-07 17:00:00,FG,EO,132600,,20170307,6,6,,,
6,SR,PF_0000043_01,2017-03-07 17:00:00,FG,EO,132600,39.8,20170307,5,7,,,
7,TI,PF_0000043_01,2017-03-07 17:00:00,FG,EI,132600,20.02,20170307,5,8,,,
8,TE,PF_0000043_01,2017-03-07 17:00:00,FG,EO,132600,5.68,20170307,5,9,,,
9,TL,PF_0000043_01,2017-03-07 17:00:00,FG,EL,132600,23.92,20170307,5,10,,,
10,WD,PF_0000043_01,2017-03-07 17:00:00,FG,EO,132600,312.8,20170307,5,11,,,
11,WS,PF_0000043_01,2017-03-07 18:00:00,FG,EO,132600,1.44,20170307,39,12,,,
12,HI,PF_0000043_01,2017-03-07 18:00:00,FG,EI,132600,91.31,20170307,41,13,,,
13,TL,PF_0000043_01,2017-03-07 18:00:00,FG,EL,132600,23.24,20170307,39,14,,,
14,TE,PF_0000043_01,2017-03-07 18:00:00,FG,EO,132600,4.27,20170307,39,15,,,
15,TI,PF_0000043_01,2017-03-07 18:00:00,FG,EI,132600,17.45,20170307,39,16,,,
16,SR,PF_0000043_01,2017-03-07 18:00:00,FG,EO,132600,7,20170307,39,17,,,
17,RP,PF_0000043_01,2017-03-07 18:00:00,FG,EO,132600,,20170307,41,18,,,
18,HL,PF_0000043_01,2017-03-07 18:00:00,FG,EL,132600,,20170307,41,19,,,
