,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,CI,PF_0010022_01,2019-12-18 13:00:00,FG,EI,080300,489.46,20191218,13,1,44830.0,45,1
1,RP,PF_0010022_01,2019-12-18 13:00:00,FG,EO,080300,0,20191218,13,2,,,
2,TE,PF_0010022_01,2019-12-18 13:00:00,FG,EO,080300,6.35,20191218,13,3,,,
3,WS,PF_0010022_01,2019-12-18 13:00:00,FG,EO,080300,.89,20191218,13,4,,,
4,TL,PF_0010022_01,2019-12-18 13:00:00,FG,EL,080300,,20191218,13,5,,,
5,SR,PF_0010022_01,2019-12-18 13:00:00,FG,EO,080300,438.92,20191218,13,6,,,
6,HL,PF_0010022_01,2019-12-18 13:00:00,FG,NT,080300,,20191218,13,7,,,
7,TI,PF_0010022_01,2019-12-18 13:00:00,FG,EI,080300,21.78,20191218,39,8,,,
8,HI,PF_0010022_01,2019-12-18 13:00:00,FG,EI,080300,71.35,20191218,39,9,,,
9,WD,PF_0010022_01,2019-12-18 13:00:00,FG,EO,080300,,20191218,13,10,,,
10,TE,PF_0010022_01,2019-12-18 14:00:00,FG,EO,080300,6.03,20191218,45,11,,,
11,WD,PF_0010022_01,2019-12-18 14:00:00,FG,EO,080300,,20191218,45,12,,,
12,HL,PF_0010022_01,2019-12-18 14:00:00,FG,NT,080300,,20191218,45,13,,,
13,WS,PF_0010022_01,2019-12-18 14:00:00,FG,EO,080300,1.24,20191218,45,14,,,
14,RP,PF_0010022_01,2019-12-18 14:00:00,FG,EO,080300,0,20191218,45,15,,,
15,SR,PF_0010022_01,2019-12-18 14:00:00,FG,EO,080300,335.76,20191218,45,16,,,
16,CI,PF_0010022_01,2019-12-18 14:00:00,FG,EI,080300,469.16,20191218,45,17,,,
17,TI,PF_0010022_01,2019-12-18 14:00:00,FG,EI,080300,22.97,20191218,135,18,,,
18,HI,PF_0010022_01,2019-12-18 14:00:00,FG,EI,080300,73.93,20191218,135,19,,,
19,TL,PF_0010022_01,2019-12-18 14:00:00,FG,EL,080300,,20191218,45,20,,,
20,TL,PF_0010022_01,2019-12-18 15:00:00,FG,EL,080300,,20191218,44,21,,,
