,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,HI,PF_0000185_01,2017-03-16 11:00:00,FG,EI,132600,65.92,20170316,34,1,5907.0,6,1
1,TI,PF_0000185_01,2017-03-16 11:00:00,FG,EI,132600,19.58,20170316,41,2,,,
2,HL,PF_0000185_01,2017-03-16 11:00:00,FG,EL,132600,,20170316,34,3,,,
3,TL,PF_0000185_01,2017-03-16 11:00:00,FG,EL,132600,19.41,20170316,41,4,,,
4,SR,PF_0000185_01,2017-03-16 11:00:00,FG,EO,132600,369.9,20170316,41,5,,,
5,TE,PF_0000185_01,2017-03-16 11:00:00,FG,EO,132600,11.95,20170316,41,6,,,
6,CI,PF_0000185_01,2017-03-16 11:00:00,FG,EI,132600,330.78,20170316,23,7,,,
7,WS,PF_0000185_01,2017-03-16 11:00:00,FG,EO,132600,2.33,20170316,41,8,,,
8,RP,PF_0000185_01,2017-03-16 11:00:00,FG,EO,132600,,20170316,34,9,,,
9,EL,PF_0000185_01,2017-03-16 11:00:00,FG,EL,132600,,20170316,34,10,,,
10,WD,PF_0000185_01,2017-03-16 11:00:00,FG,EO,132600,177.82,20170316,34,11,,,
11,TI,PF_0000185_01,2017-03-16 12:00:00,FG,EI,132600,18.65,20170316,42,12,,,
12,TL,PF_0000185_01,2017-03-16 12:00:00,FG,EL,132600,19.3,20170316,42,13,,,
13,WD,PF_0000185_01,2017-03-16 12:00:00,FG,EO,132600,200.28,20170316,40,14,,,
14,WS,PF_0000185_01,2017-03-16 12:00:00,FG,EO,132600,2.17,20170316,42,15,,,
15,EL,PF_0000185_01,2017-03-16 12:00:00,FG,EL,132600,,20170316,40,16,,,
16,HI,PF_0000185_01,2017-03-16 12:00:00,FG,EI,132600,74.53,20170316,40,17,,,
17,HL,PF_0000185_01,2017-03-16 12:00:00,FG,EL,132600,,20170316,40,18,,,
18,RP,PF_0000185_01,2017-03-16 12:00:00,FG,EO,132600,,20170316,40,19,,,
19,SR,PF_0000185_01,2017-03-16 12:00:00,FG,EO,132600,150.48,20170316,42,20,,,
20,TE,PF_0000185_01,2017-03-16 12:00:00,FG,EO,132600,11.6,20170316,42,21,,,
21,CI,PF_0000185_01,2017-03-16 12:00:00,FG,EI,132600,314.69,20170316,36,22,,,
22,CI,PF_0000185_01,2017-03-16 13:00:00,FG,EI,132600,307.5,20170316,40,23,,,
23,SR,PF_0000185_01,2017-03-16 13:00:00,FG,EO,132600,218.26,20170316,42,24,,,
24,RP,PF_0000185_01,2017-03-16 13:00:00,FG,EO,132600,,20170316,36,25,,,
25,HL,PF_0000185_01,2017-03-16 13:00:00,FG,EL,132600,,20170316,36,26,,,
26,HI,PF_0000185_01,2017-03-16 13:00:00,FG,EI,132600,76.21,20170316,36,27,,,
27,EL,PF_0000185_01,2017-03-16 13:00:00,FG,EL,132600,,20170316,36,28,,,
28,WS,PF_0000185_01,2017-03-16 13:00:00,FG,EO,132600,3.09,20170316,42,29,,,
29,WD,PF_0000185_01,2017-03-16 13:00:00,FG,EO,132600,195.22,20170316,36,30,,,
30,TL,PF_0000185_01,2017-03-16 13:00:00,FG,EL,132600,19.18,20170316,42,31,,,
31,TI,PF_0000185_01,2017-03-16 13:00:00,FG,EI,132600,18.74,20170316,42,32,,,
32,TE,PF_0000185_01,2017-03-16 13:00:00,FG,EO,132600,11.43,20170316,42,33,,,
33,EL,PF_0000185_01,2017-03-16 14:00:00,FG,EL,132600,,20170316,41,34,,,
34,SR,PF_0000185_01,2017-03-16 14:00:00,FG,EO,132600,195.13,20170316,40,35,,,
35,HI,PF_0000185_01,2017-03-16 14:00:00,FG,EI,132600,75.12,20170316,41,36,,,
36,WS,PF_0000185_01,2017-03-16 14:00:00,FG,EO,132600,3.64,20170316,40,37,,,
37,CI,PF_0000185_01,2017-03-16 14:00:00,FG,EI,132600,309.57,20170316,37,38,,,
38,TI,PF_0000185_01,2017-03-16 14:00:00,FG,EI,132600,18.47,20170316,40,39,,,
39,RP,PF_0000185_01,2017-03-16 14:00:00,FG,EO,132600,,20170316,41,40,,,
40,TE,PF_0000185_01,2017-03-16 14:00:00,FG,EO,132600,11.12,20170316,40,41,,,
41,WD,PF_0000185_01,2017-03-16 14:00:00,FG,EO,132600,196.63,20170316,41,42,,,
42,HL,PF_0000185_01,2017-03-16 14:00:00,FG,EL,132600,,20170316,41,43,,,
43,TL,PF_0000185_01,2017-03-16 14:00:00,FG,EL,132600,19.15,20170316,40,44,,,
44,HI,PF_0000185_01,2017-03-16 15:00:00,FG,EI,132600,76.32,20170316,41,45,,,
45,HL,PF_0000185_01,2017-03-16 15:00:00,FG,EL,132600,,20170316,41,46,,,
46,RP,PF_0000185_01,2017-03-16 15:00:00,FG,EO,132600,1,20170316,41,47,,,
47,SR,PF_0000185_01,2017-03-16 15:00:00,FG,EO,132600,220.95,20170316,39,48,,,
48,CI,PF_0000185_01,2017-03-16 15:00:00,FG,EI,132600,296.71,20170316,38,49,,,
49,TE,PF_0000185_01,2017-03-16 15:00:00,FG,EO,132600,11.25,20170316,39,50,,,
50,TI,PF_0000185_01,2017-03-16 15:00:00,FG,EI,132600,19.17,20170316,39,51,,,
51,TL,PF_0000185_01,2017-03-16 15:00:00,FG,EL,132600,19.23,20170316,39,52,,,
52,WD,PF_0000185_01,2017-03-16 15:00:00,FG,EO,132600,191.73,20170316,41,53,,,
53,WS,PF_0000185_01,2017-03-16 15:00:00,FG,EO,132600,3.75,20170316,39,54,,,
54,EL,PF_0000185_01,2017-03-16 15:00:00,FG,EL,132600,,20170316,41,55,,,
55,TE,PF_0000185_01,2017-03-16 16:00:00,FG,EO,132600,11.3,20170316,40,56,,,
56,WD,PF_0000185_01,2017-03-16 16:00:00,FG,EO,132600,196.5,20170316,38,57,,,
57,SR,PF_0000185_01,2017-03-16 16:00:00,FG,EO,132600,163.43,20170316,40,58,,,
58,TI,PF_0000185_01,2017-03-16 16:00:00,FG,EI,132600,18.79,20170316,40,59,,,
59,RP,PF_0000185_01,2017-03-16 16:00:00,FG,EO,132600,,20170316,38,60,,,
60,HI,PF_0000185_01,2017-03-16 16:00:00,FG,EI,132600,78.12,20170316,38,61,,,
61,CI,PF_0000185_01,2017-03-16 16:00:00,FG,EI,132600,284.18,20170316,40,62,,,
62,HL,PF_0000185_01,2017-03-16 16:00:00,FG,EL,132600,,20170316,38,63,,,
63,EL,PF_0000185_01,2017-03-16 16:00:00,FG,EL,132600,,20170316,38,64,,,
64,TL,PF_0000185_01,2017-03-16 16:00:00,FG,EL,132600,19.07,20170316,40,65,,,
65,WS,PF_0000185_01,2017-03-16 16:00:00,FG,EO,132600,3.27,20170316,40,66,,,
66,CI,PF_0000185_01,2017-03-16 17:00:00,FG,EI,132600,321.78,20170316,36,67,,,
67,SR,PF_0000185_01,2017-03-16 17:00:00,FG,EO,132600,35.58,20170316,38,68,,,
68,RP,PF_0000185_01,2017-03-16 17:00:00,FG,EO,132600,,20170316,44,69,,,
69,HL,PF_0000185_01,2017-03-16 17:00:00,FG,EL,132600,,20170316,44,70,,,
70,HI,PF_0000185_01,2017-03-16 17:00:00,FG,EI,132600,77.05,20170316,44,71,,,
71,EL,PF_0000185_01,2017-03-16 17:00:00,FG,EL,132600,,20170316,44,72,,,
72,WS,PF_0000185_01,2017-03-16 17:00:00,FG,EO,132600,3.33,20170316,38,73,,,
73,WD,PF_0000185_01,2017-03-16 17:00:00,FG,EO,132600,191.45,20170316,44,74,,,
74,TL,PF_0000185_01,2017-03-16 17:00:00,FG,EL,132600,18.92,20170316,38,75,,,
75,TI,PF_0000185_01,2017-03-16 17:00:00,FG,EI,132600,17.83,20170316,38,76,,,
