,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,RP,PF_0000116_01,2017-03-07 12:00:00,FG,EO,132600,,20170307,7,1,21069.0,22,1
1,WD,PF_0000116_01,2017-03-07 12:00:00,FG,EO,132600,188.57,20170307,7,2,,,
2,WS,PF_0000116_01,2017-03-07 12:00:00,FG,EO,132600,2.26,20170307,8,3,,,
3,HI,PF_0000116_01,2017-03-07 12:00:00,FG,EI,132600,59.86,20170307,7,4,,,
4,TE,PF_0000116_01,2017-03-07 12:00:00,FG,EO,132600,7.23,20170307,8,5,,,
5,CI,PF_0000116_01,2017-03-07 12:00:00,FG,EI,132600,350.38,20170307,8,6,,,
6,HL,PF_0000116_01,2017-03-07 12:00:00,FG,EL,132600,,20170307,7,7,,,
7,EL,PF_0000116_01,2017-03-07 12:00:00,FG,EL,132600,,20170307,7,8,,,
8,TL,PF_0000116_01,2017-03-07 12:00:00,FG,EL,132600,21.85,20170307,8,9,,,
9,SR,PF_0000116_01,2017-03-07 12:00:00,FG,EO,132600,598.63,20170307,8,10,,,
10,TI,PF_0000116_01,2017-03-07 12:00:00,FG,EI,132600,28.94,20170307,8,11,,,
11,WD,PF_0000116_01,2017-03-07 13:00:00,FG,EO,132600,138.41,20170307,39,12,,,
12,TL,PF_0000116_01,2017-03-07 13:00:00,FG,EL,132600,22.29,20170307,38,13,,,
13,TE,PF_0000116_01,2017-03-07 13:00:00,FG,EO,132600,7.41,20170307,38,14,,,
14,TI,PF_0000116_01,2017-03-07 13:00:00,FG,EI,132600,28.76,20170307,38,15,,,
15,SR,PF_0000116_01,2017-03-07 13:00:00,FG,EO,132600,568.82,20170307,38,16,,,
16,RP,PF_0000116_01,2017-03-07 13:00:00,FG,EO,132600,,20170307,39,17,,,
17,HI,PF_0000116_01,2017-03-07 13:00:00,FG,EI,132600,54.26,20170307,39,18,,,
18,HL,PF_0000116_01,2017-03-07 13:00:00,FG,EL,132600,,20170307,41,19,,,
19,EL,PF_0000116_01,2017-03-07 13:00:00,FG,EL,132600,,20170307,41,20,,,
20,CI,PF_0000116_01,2017-03-07 13:00:00,FG,EI,132600,360.89,20170307,38,21,,,
21,WS,PF_0000116_01,2017-03-07 13:00:00,FG,EO,132600,3.65,20170307,38,22,,,
22,RP,PF_0000116_01,2017-03-07 14:00:00,FG,EO,132600,,20170307,39,23,,,
23,HL,PF_0000116_01,2017-03-07 14:00:00,FG,EL,132600,,20170307,42,24,,,
24,TI,PF_0000116_01,2017-03-07 14:00:00,FG,EI,132600,27.35,20170307,37,25,,,
