,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,CI,PF_0010014_01,2019-12-18 13:00:00,FG,EI,080300,251.15,20191218,13,1,44210.0,45,1
1,RP,PF_0010014_01,2019-12-18 13:00:00,FG,EO,080300,0,20191218,13,2,,,
2,TE,PF_0010014_01,2019-12-18 13:00:00,FG,EO,080300,4.79,20191218,13,3,,,
3,WS,PF_0010014_01,2019-12-18 13:00:00,FG,EO,080300,2.2,20191218,13,4,,,
4,TL,PF_0010014_01,2019-12-18 13:00:00,FG,EL,080300,,20191218,13,5,,,
5,SR,PF_0010014_01,2019-12-18 13:00:00,FG,EO,080300,407.54,20191218,13,6,,,
6,HL,PF_0010014_01,2019-12-18 13:00:00,FG,NT,080300,,20191218,13,7,,,
7,TI,PF_0010014_01,2019-12-18 13:00:00,FG,EI,080300,22.54,20191218,39,8,,,
8,HI,PF_0010014_01,2019-12-18 13:00:00,FG,EI,080300,72.28,20191218,39,9,,,
9,WD,PF_0010014_01,2019-12-18 13:00:00,FG,EO,080300,,20191218,13,10,,,
10,TE,PF_0010014_01,2019-12-18 14:00:00,FG,EO,080300,5.08,20191218,45,11,,,
11,WD,PF_0010014_01,2019-12-18 14:00:00,FG,EO,080300,,20191218,45,12,,,
12,HL,PF_0010014_01,2019-12-18 14:00:00,FG,NT,080300,,20191218,45,13,,,
13,WS,PF_0010014_01,2019-12-18 14:00:00,FG,EO,080300,2.28,20191218,45,14,,,
14,RP,PF_0010014_01,2019-12-18 14:00:00,FG,EO,080300,0,20191218,45,15,,,
15,SR,PF_0010014_01,2019-12-18 14:00:00,FG,EO,080300,348.24,20191218,45,16,,,
16,CI,PF_0010014_01,2019-12-18 14:00:00,FG,EI,080300,173.67,20191218,45,17,,,
17,TI,PF_0010014_01,2019-12-18 14:00:00,FG,EI,080300,22.35,20191218,135,18,,,
18,HI,PF_0010014_01,2019-12-18 14:00:00,FG,EI,080300,73.61,20191218,135,19,,,
19,TL,PF_0010014_01,2019-12-18 14:00:00,FG,EL,080300,,20191218,45,20,,,
20,TL,PF_0010014_01,2019-12-18 15:00:00,FG,EL,080300,,20191218,45,21,,,
21,SR,PF_0010014_01,2019-12-18 15:00:00,FG,EO,080300,247.33,20191218,45,22,,,
22,TE,PF_0010014_01,2019-12-18 15:00:00,FG,EO,080300,5.16,20191218,45,23,,,
23,HL,PF_0010014_01,2019-12-18 15:00:00,FG,NT,080300,,20191218,45,24,,,
24,RP,PF_0010014_01,2019-12-18 15:00:00,FG,EO,080300,0,20191218,45,25,,,
25,CI,PF_0010014_01,2019-12-18 15:00:00,FG,EI,080300,89.22,20191218,45,26,,,
26,HI,PF_0010014_01,2019-12-18 15:00:00,FG,EI,080300,78.9,20191218,135,27,,,
27,WD,PF_0010014_01,2019-12-18 15:00:00,FG,EO,080300,,20191218,45,28,,,
28,WS,PF_0010014_01,2019-12-18 15:00:00,FG,EO,080300,2.26,20191218,45,29,,,
29,TI,PF_0010014_01,2019-12-18 15:00:00,FG,EI,080300,21.75,20191218,135,30,,,
30,HI,PF_0010014_01,2019-12-18 16:00:00,FG,EI,080300,83.89,20191218,105,31,,,
31,TI,PF_0010014_01,2019-12-18 16:00:00,FG,EI,080300,18.19,20191218,105,32,,,
32,HL,PF_0010014_01,2019-12-18 16:00:00,FG,NT,080300,,20191218,35,33,,,
33,RP,PF_0010014_01,2019-12-18 16:00:00,FG,EO,080300,0,20191218,35,34,,,
34,TL,PF_0010014_01,2019-12-18 16:00:00,FG,EL,080300,,20191218,35,35,,,
35,WS,PF_0010014_01,2019-12-18 16:00:00,FG,EO,080300,1.96,20191218,35,36,,,
36,CI,PF_0010014_01,2019-12-18 16:00:00,FG,EI,080300,49.6,20191218,35,37,,,
37,TE,PF_0010014_01,2019-12-18 16:00:00,FG,EO,080300,4.23,20191218,35,38,,,
38,SR,PF_0010014_01,2019-12-18 16:00:00,FG,EO,080300,82.91,20191218,35,39,,,
39,WD,PF_0010014_01,2019-12-18 16:00:00,FG,EO,080300,,20191218,35,40,,,
40,HI,PF_0010014_01,2019-12-18 17:00:00,FG,EI,080300,89.89,20191218,126,41,,,
41,CI,PF_0010014_01,2019-12-18 17:00:00,FG,EI,080300,74.4,20191218,42,42,,,
42,RP,PF_0010014_01,2019-12-18 17:00:00,FG,EO,080300,0,20191218,42,43,,,
43,HL,PF_0010014_01,2019-12-18 17:00:00,FG,NT,080300,,20191218,42,44,,,
44,TE,PF_0010014_01,2019-12-18 17:00:00,FG,EO,080300,3.03,20191218,42,45,,,
45,SR,PF_0010014_01,2019-12-18 17:00:00,FG,EO,080300,3.1,20191218,42,46,,,
46,TL,PF_0010014_01,2019-12-18 17:00:00,FG,EL,080300,,20191218,42,47,,,
47,TI,PF_0010014_01,2019-12-18 17:00:00,FG,EI,080300,14.95,20191218,126,48,,,
48,WS,PF_0010014_01,2019-12-18 17:00:00,FG,EO,080300,1.3,20191218,42,49,,,
49,WD,PF_0010014_01,2019-12-18 17:00:00,FG,EO,080300,,20191218,42,50,,,
50,CI,PF_0010014_01,2019-12-18 18:00:00,FG,EI,080300,107.09,20191218,44,51,,,
51,RP,PF_0010014_01,2019-12-18 18:00:00,FG,EO,080300,0,20191218,44,52,,,
52,HL,PF_0010014_01,2019-12-18 18:00:00,FG,NT,080300,,20191218,44,53,,,
53,SR,PF_0010014_01,2019-12-18 18:00:00,FG,EO,080300,0,20191218,44,54,,,
54,WD,PF_0010014_01,2019-12-18 18:00:00,FG,EO,080300,,20191218,44,55,,,
55,TI,PF_0010014_01,2019-12-18 18:00:00,FG,EI,080300,14.9,20191218,132,56,,,
56,TL,PF_0010014_01,2019-12-18 18:00:00,FG,EL,080300,,20191218,44,57,,,
57,HI,PF_0010014_01,2019-12-18 18:00:00,FG,EI,080300,88.83,20191218,132,58,,,
58,TE,PF_0010014_01,2019-12-18 18:00:00,FG,EO,080300,1.51,20191218,44,59,,,
59,WS,PF_0010014_01,2019-12-18 18:00:00,FG,EO,080300,.09,20191218,44,60,,,
60,RP,PF_0010014_01,2019-12-18 19:00:00,FG,EO,080300,0,20191218,44,61,,,
61,CI,PF_0010014_01,2019-12-18 19:00:00,FG,EI,080300,138.02,20191218,44,62,,,
62,WS,PF_0010014_01,2019-12-18 19:00:00,FG,EO,080300,.59,20191218,44,63,,,
63,TI,PF_0010014_01,2019-12-18 19:00:00,FG,EI,080300,15.23,20191218,132,64,,,
64,HI,PF_0010014_01,2019-12-18 19:00:00,FG,EI,080300,87.76,20191218,132,65,,,
65,TL,PF_0010014_01,2019-12-18 19:00:00,FG,EL,080300,,20191218,44,66,,,
66,SR,PF_0010014_01,2019-12-18 19:00:00,FG,EO,080300,0,20191218,44,67,,,
67,TE,PF_0010014_01,2019-12-18 19:00:00,FG,EO,080300,1.02,20191218,44,68,,,
68,HL,PF_0010014_01,2019-12-18 19:00:00,FG,NT,080300,,20191218,44,69,,,
69,WD,PF_0010014_01,2019-12-18 19:00:00,FG,EO,080300,,20191218,44,70,,,
70,TI,PF_0010014_01,2019-12-18 20:00:00,FG,EI,080300,15.02,20191218,135,71,,,
71,CI,PF_0010014_01,2019-12-18 20:00:00,FG,EI,080300,161.73,20191218,45,72,,,
72,RP,PF_0010014_01,2019-12-18 20:00:00,FG,EO,080300,0,20191218,45,73,,,
73,WD,PF_0010014_01,2019-12-18 20:00:00,FG,EO,080300,,20191218,45,74,,,
74,HI,PF_0010014_01,2019-12-18 20:00:00,FG,EI,080300,88.28,20191218,135,75,,,
75,TE,PF_0010014_01,2019-12-18 20:00:00,FG,EO,080300,1.66,20191218,45,76,,,
76,SR,PF_0010014_01,2019-12-18 20:00:00,FG,EO,080300,0,20191218,45,77,,,
77,TL,PF_0010014_01,2019-12-18 20:00:00,FG,EL,080300,,20191218,45,78,,,
78,HL,PF_0010014_01,2019-12-18 20:00:00,FG,NT,080300,,20191218,45,79,,,
79,WS,PF_0010014_01,2019-12-18 20:00:00,FG,EO,080300,1.42,20191218,45,80,,,
80,RP,PF_0010014_01,2019-12-18 21:00:00,FG,EO,080300,0,20191218,45,81,,,
81,WD,PF_0010014_01,2019-12-18 21:00:00,FG,EO,080300,,20191218,45,82,,,
82,SR,PF_0010014_01,2019-12-18 21:00:00,FG,EO,080300,0,20191218,45,83,,,
83,TI,PF_0010014_01,2019-12-18 21:00:00,FG,EI,080300,15.17,20191218,135,84,,,
84,WS,PF_0010014_01,2019-12-18 21:00:00,FG,EO,080300,.44,20191218,45,85,,,
85,TE,PF_0010014_01,2019-12-18 21:00:00,FG,EO,080300,.98,20191218,45,86,,,
86,TL,PF_0010014_01,2019-12-18 21:00:00,FG,EL,080300,,20191218,45,87,,,
87,HI,PF_0010014_01,2019-12-18 21:00:00,FG,EI,080300,88.45,20191218,135,88,,,
88,CI,PF_0010014_01,2019-12-18 21:00:00,FG,EI,080300,183.47,20191218,45,89,,,
89,HL,PF_0010014_01,2019-12-18 21:00:00,FG,NT,080300,,20191218,45,90,,,
90,TI,PF_0010014_01,2019-12-18 22:00:00,FG,EI,080300,15.44,20191218,132,91,,,
91,TL,PF_0010014_01,2019-12-18 22:00:00,FG,EL,080300,,20191218,44,92,,,
92,SR,PF_0010014_01,2019-12-18 22:00:00,FG,EO,080300,0,20191218,44,93,,,
93,TE,PF_0010014_01,2019-12-18 22:00:00,FG,EO,080300,1.66,20191218,44,94,,,
94,HL,PF_0010014_01,2019-12-18 22:00:00,FG,NT,080300,,20191218,44,95,,,
95,RP,PF_0010014_01,2019-12-18 22:00:00,FG,EO,080300,0,20191218,44,96,,,
96,HI,PF_0010014_01,2019-12-18 22:00:00,FG,EI,080300,88.11,20191218,132,97,,,
97,CI,PF_0010014_01,2019-12-18 22:00:00,FG,EI,080300,203.16,20191218,44,98,,,
98,WD,PF_0010014_01,2019-12-18 22:00:00,FG,EO,080300,,20191218,44,99,,,
99,WS,PF_0010014_01,2019-12-18 22:00:00,FG,EO,080300,1.55,20191218,44,100,,,
100,SR,PF_0010014_01,2019-12-18 23:00:00,FG,EO,080300,0,20191218,45,101,,,
101,TE,PF_0010014_01,2019-12-18 23:00:00,FG,EO,080300,1.43,20191218,45,102,,,
102,WD,PF_0010014_01,2019-12-18 23:00:00,FG,EO,080300,,20191218,45,103,,,
