,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,HL,PF_0006414_01,2019-12-15 00:00:00,FG,EL,080300,24.2,20191215,60,1,11622.0,12,1
1,TI,PF_0006414_01,2019-12-15 00:00:00,FG,EI,080300,-2.28,20191215,60,2,,,
2,LI,PF_0006414_01,2019-12-15 00:00:00,FG,EI,080300,2,20191215,60,3,,,
3,TL,PF_0006414_01,2019-12-15 00:00:00,FG,EL,080300,5.9,20191215,60,4,,,
4,HI,PF_0006414_01,2019-12-15 00:00:00,FG,EI,080300,90.14,20191215,60,5,,,
5,RP,PF_0006414_01,2019-12-15 00:00:00,FG,EO,080300,,20191215,60,6,,,
6,EL,PF_0006414_01,2019-12-15 00:00:00,FG,EL,080300,.2,20191215,60,7,,,
7,TI,PF_0006414_01,2019-12-15 01:00:00,FG,EI,080300,-2.39,20191215,60,8,,,
8,EL,PF_0006414_01,2019-12-15 01:00:00,FG,EL,080300,.2,20191215,60,9,,,
9,LI,PF_0006414_01,2019-12-15 01:00:00,FG,EI,080300,2,20191215,60,10,,,
10,HL,PF_0006414_01,2019-12-15 01:00:00,FG,EL,080300,24.18,20191215,60,11,,,
11,RP,PF_0006414_01,2019-12-15 01:00:00,FG,EO,080300,,20191215,60,12,,,
12,HI,PF_0006414_01,2019-12-15 01:00:00,FG,EI,080300,89.98,20191215,60,13,,,
13,TL,PF_0006414_01,2019-12-15 01:00:00,FG,EL,080300,5.81,20191215,60,14,,,
14,LI,PF_0006414_01,2019-12-15 02:00:00,FG,EI,080300,2,20191215,59,15,,,
15,HL,PF_0006414_01,2019-12-15 02:00:00,FG,EL,080300,24.11,20191215,59,16,,,
16,EL,PF_0006414_01,2019-12-15 02:00:00,FG,EL,080300,.2,20191215,59,17,,,
17,TL,PF_0006414_01,2019-12-15 02:00:00,FG,EL,080300,5.67,20191215,59,18,,,
18,HI,PF_0006414_01,2019-12-15 02:00:00,FG,EI,080300,89.33,20191215,59,19,,,
19,RP,PF_0006414_01,2019-12-15 02:00:00,FG,EO,080300,,20191215,59,20,,,
20,TI,PF_0006414_01,2019-12-15 02:00:00,FG,EI,080300,-2.43,20191215,59,21,,,
21,RP,PF_0006414_01,2019-12-15 03:00:00,FG,EO,080300,,20191215,60,22,,,
22,TI,PF_0006414_01,2019-12-15 03:00:00,FG,EI,080300,-3.65,20191215,60,23,,,
23,TL,PF_0006414_01,2019-12-15 03:00:00,FG,EL,080300,5.46,20191215,60,24,,,
24,LI,PF_0006414_01,2019-12-15 03:00:00,FG,EI,080300,2,20191215,60,25,,,
25,EL,PF_0006414_01,2019-12-15 03:00:00,FG,EL,080300,.2,20191215,60,26,,,
26,HI,PF_0006414_01,2019-12-15 03:00:00,FG,EI,080300,89.01,20191215,60,27,,,
27,HL,PF_0006414_01,2019-12-15 03:00:00,FG,EL,080300,24.06,20191215,60,28,,,
28,EL,PF_0006414_01,2019-12-15 04:00:00,FG,EL,080300,.2,20191215,58,29,,,
29,LI,PF_0006414_01,2019-12-15 04:00:00,FG,EI,080300,2,20191215,58,30,,,
30,TL,PF_0006414_01,2019-12-15 04:00:00,FG,EL,080300,5.32,20191215,58,31,,,
31,HI,PF_0006414_01,2019-12-15 04:00:00,FG,EI,080300,90.88,20191215,58,32,,,
32,TI,PF_0006414_01,2019-12-15 04:00:00,FG,EI,080300,-3.44,20191215,58,33,,,
33,HL,PF_0006414_01,2019-12-15 04:00:00,FG,EL,080300,24.07,20191215,58,34,,,
34,RP,PF_0006414_01,2019-12-15 04:00:00,FG,EO,080300,,20191215,58,35,,,
35,RP,PF_0006414_01,2019-12-15 05:00:00,FG,EO,080300,,20191215,58,36,,,
36,HI,PF_0006414_01,2019-12-15 05:00:00,FG,EI,080300,88.98,20191215,58,37,,,
37,EL,PF_0006414_01,2019-12-15 05:00:00,FG,EL,080300,.2,20191215,58,38,,,
38,TL,PF_0006414_01,2019-12-15 05:00:00,FG,EL,080300,5.2,20191215,58,39,,,
39,HL,PF_0006414_01,2019-12-15 05:00:00,FG,EL,080300,24,20191215,58,40,,,
40,LI,PF_0006414_01,2019-12-15 05:00:00,FG,EI,080300,2,20191215,58,41,,,
41,TI,PF_0006414_01,2019-12-15 05:00:00,FG,EI,080300,-3.7,20191215,58,42,,,
42,TL,PF_0006414_01,2019-12-15 06:00:00,FG,EL,080300,5.1,20191215,7,43,,,
43,HL,PF_0006414_01,2019-12-15 06:00:00,FG,EL,080300,24,20191215,7,44,,,
44,RP,PF_0006414_01,2019-12-15 06:00:00,FG,EO,080300,,20191215,7,45,,,
45,LI,PF_0006414_01,2019-12-15 06:00:00,FG,EI,080300,2,20191215,7,46,,,
46,EL,PF_0006414_01,2019-12-15 06:00:00,FG,EL,080300,.2,20191215,7,47,,,
47,TI,PF_0006414_01,2019-12-15 06:00:00,FG,EI,080300,-4.3,20191215,7,48,,,
48,HI,PF_0006414_01,2019-12-15 06:00:00,FG,EI,080300,88.06,20191215,7,49,,,
49,TL,PF_0006414_01,2019-12-23 15:00:00,FG,EL,080300,9.04,20191223,18,50,,,
50,HI,PF_0006414_01,2019-12-23 15:00:00,FG,EI,080300,59.82,20191223,17,51,,,
51,RP,PF_0006414_01,2019-12-23 15:00:00,FG,EO,080300,,20191223,18,52,,,
52,EL,PF_0006414_01,2019-12-23 15:00:00,FG,EL,080300,.2,20191223,18,53,,,
53,TI,PF_0006414_01,2019-12-23 15:00:00,FG,EI,080300,14.35,20191223,17,54,,,
54,LI,PF_0006414_01,2019-12-23 15:00:00,FG,EI,080300,132.41,20191223,17,55,,,
55,HL,PF_0006414_01,2019-12-23 15:00:00,FG,EL,080300,22.6,20191223,18,56,,,
56,EL,PF_0006414_01,2019-12-23 16:00:00,FG,EL,080300,.2,20191223,56,57,,,
57,LI,PF_0006414_01,2019-12-23 16:00:00,FG,EI,080300,69.48,20191223,56,58,,,
58,HL,PF_0006414_01,2019-12-23 16:00:00,FG,EL,080300,22.52,20191223,56,59,,,
59,RP,PF_0006414_01,2019-12-23 16:00:00,FG,EO,080300,,20191223,56,60,,,
60,TI,PF_0006414_01,2019-12-23 16:00:00,FG,EI,080300,10.42,20191223,56,61,,,
61,HI,PF_0006414_01,2019-12-23 16:00:00,FG,EI,080300,62.69,20191223,56,62,,,
62,TL,PF_0006414_01,2019-12-23 16:00:00,FG,EL,080300,8.76,20191223,56,63,,,
63,HL,PF_0006414_01,2019-12-23 17:00:00,FG,EL,080300,22.35,20191223,51,64,,,
64,LI,PF_0006414_01,2019-12-23 17:00:00,FG,EI,080300,6.41,20191223,51,65,,,
65,EL,PF_0006414_01,2019-12-23 17:00:00,FG,EL,080300,.2,20191223,51,66,,,
66,HI,PF_0006414_01,2019-12-23 17:00:00,FG,EI,080300,74.3,20191223,51,67,,,
67,TL,PF_0006414_01,2019-12-23 17:00:00,FG,EL,080300,7.96,20191223,51,68,,,
68,TI,PF_0006414_01,2019-12-23 17:00:00,FG,EI,080300,4.65,20191223,51,69,,,
69,RP,PF_0006414_01,2019-12-23 17:00:00,FG,EO,080300,,20191223,51,70,,,
70,HI,PF_0006414_01,2019-12-23 18:00:00,FG,EI,080300,84.59,20191223,55,71,,,
71,EL,PF_0006414_01,2019-12-23 18:00:00,FG,EL,080300,.2,20191223,55,72,,,
72,LI,PF_0006414_01,2019-12-23 18:00:00,FG,EI,080300,2,20191223,55,73,,,
73,RP,PF_0006414_01,2019-12-23 18:00:00,FG,EO,080300,,20191223,55,74,,,
74,TI,PF_0006414_01,2019-12-23 18:00:00,FG,EI,080300,1.35,20191223,55,75,,,
75,TL,PF_0006414_01,2019-12-23 18:00:00,FG,EL,080300,7.37,20191223,55,76,,,
76,HL,PF_0006414_01,2019-12-23 18:00:00,FG,EL,080300,22.29,20191223,55,77,,,
77,HI,PF_0006414_01,2019-12-23 19:00:00,FG,EI,080300,88.61,20191223,52,78,,,
78,HL,PF_0006414_01,2019-12-23 19:00:00,FG,EL,080300,22.24,20191223,53,79,,,
