,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,HE,PF_0010020_01,2020-04-15 00:00:00,FG,EO,080300,,20200415,30,1,24060.0,25,1
1,WD,PF_0010020_01,2020-04-15 00:00:00,FG,EO,080300,,20200415,30,2,,,
2,TE,PF_0010020_01,2020-04-15 00:00:00,FG,EO,080300,,20200415,30,3,,,
3,RF,PF_0010020_01,2020-04-15 00:00:00,FG,EO,080300,0,20200415,30,4,,,
4,TL,PF_0010020_01,2020-04-15 00:00:00,FG,EL,080300,,20200415,30,5,,,
5,HL,PF_0010020_01,2020-04-15 00:00:00,FG,EL,080300,,20200415,30,6,,,
6,HI,PF_0010020_01,2020-04-15 00:00:00,FG,EI,080300,99,20200415,30,7,,,
7,SR,PF_0010020_01,2020-04-15 00:00:00,FG,EO,080300,,20200415,30,8,,,
8,TI,PF_0010020_01,2020-04-15 00:00:00,FG,EI,080300,9.61,20200415,30,9,,,
9,CI,PF_0010020_01,2020-04-15 00:00:00,FG,EI,080300,,20200415,30,10,,,
10,WD,PF_0010020_01,2020-04-15 01:00:00,FG,EO,080300,,20200415,30,11,,,
11,TL,PF_0010020_01,2020-04-15 01:00:00,FG,EL,080300,,20200415,30,12,,,
12,HI,PF_0010020_01,2020-04-15 01:00:00,FG,EI,080300,99,20200415,30,13,,,
13,HE,PF_0010020_01,2020-04-15 01:00:00,FG,EO,080300,,20200415,30,14,,,
14,CI,PF_0010020_01,2020-04-15 01:00:00,FG,EI,080300,,20200415,30,15,,,
15,SR,PF_0010020_01,2020-04-15 01:00:00,FG,EO,080300,,20200415,30,16,,,
16,RF,PF_0010020_01,2020-04-15 01:00:00,FG,EO,080300,0,20200415,30,17,,,
17,HL,PF_0010020_01,2020-04-15 01:00:00,FG,EL,080300,,20200415,30,18,,,
18,TI,PF_0010020_01,2020-04-15 01:00:00,FG,EI,080300,9.23,20200415,30,19,,,
19,TE,PF_0010020_01,2020-04-15 01:00:00,FG,EO,080300,,20200415,30,20,,,
20,TI,PF_0010020_01,2020-04-15 02:00:00,FG,EI,080300,8.92,20200415,29,21,,,
21,HE,PF_0010020_01,2020-04-15 02:00:00,FG,EO,080300,,20200415,29,22,,,
22,RF,PF_0010020_01,2020-04-15 02:00:00,FG,EO,080300,0,20200415,29,23,,,
23,HL,PF_0010020_01,2020-04-15 02:00:00,FG,EL,080300,,20200415,29,24,,,
24,WD,PF_0010020_01,2020-04-15 02:00:00,FG,EO,080300,,20200415,29,25,,,
25,HI,PF_0010020_01,2020-04-15 02:00:00,FG,EI,080300,99,20200415,29,26,,,
26,TE,PF_0010020_01,2020-04-15 02:00:00,FG,EO,080300,,20200415,29,27,,,
27,CI,PF_0010020_01,2020-04-15 02:00:00,FG,EI,080300,,20200415,29,28,,,
28,TL,PF_0010020_01,2020-04-15 02:00:00,FG,EL,080300,,20200415,29,29,,,
29,SR,PF_0010020_01,2020-04-15 02:00:00,FG,EO,080300,,20200415,29,30,,,
30,SR,PF_0010020_01,2020-04-15 03:00:00,FG,EO,080300,,20200415,30,31,,,
31,CI,PF_0010020_01,2020-04-15 03:00:00,FG,EI,080300,,20200415,30,32,,,
32,HE,PF_0010020_01,2020-04-15 03:00:00,FG,EO,080300,,20200415,30,33,,,
33,HI,PF_0010020_01,2020-04-15 03:00:00,FG,EI,080300,99,20200415,30,34,,,
