,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,CI,PF_0000039_01,2017-02-28 07:00:00,FG,EI,080300,680.75,20170228,4,1,18.0,1,1
1,WS,PF_0000039_01,2017-02-28 07:00:00,FG,EO,080300,,20170228,4,2,,,
2,EL,PF_0000039_01,2017-02-28 07:00:00,FG,EL,080300,2.09,20170228,4,3,,,
3,EO,PF_0000039_01,2017-02-28 07:00:00,FG,NT,080300,,20170228,4,4,,,
4,HE,PF_0000039_01,2017-02-28 07:00:00,FG,EO,080300,85.25,20170228,4,5,,,
5,HI,PF_0000039_01,2017-02-28 07:00:00,FG,EI,080300,84.38,20170228,4,6,,,
6,HL,PF_0000039_01,2017-02-28 07:00:00,FG,NT,080300,65.25,20170228,4,7,,,
7,PI,PF_0000039_01,2017-02-28 07:00:00,FG,NT,080300,5.5,20170228,4,8,,,
8,PL,PF_0000039_01,2017-02-28 07:00:00,FG,EL,080300,5.36,20170228,4,9,,,
9,PO,PF_0000039_01,2017-02-28 07:00:00,FG,NT,080300,,20170228,4,10,,,
10,RP,PF_0000039_01,2017-02-28 07:00:00,FG,EO,080300,,20170228,4,11,,,
11,SI,PF_0000039_01,2017-02-28 07:00:00,FG,NT,080300,20,20170228,4,12,,,
12,SO,PF_0000039_01,2017-02-28 07:00:00,FG,NT,080300,300,20170228,4,13,,,
13,TE,PF_0000039_01,2017-02-28 07:00:00,FG,EO,080300,-3.4,20170228,4,14,,,
14,TI,PF_0000039_01,2017-02-28 07:00:00,FG,EI,080300,16.15,20170228,4,15,,,
15,TL,PF_0000039_01,2017-02-28 07:00:00,FG,NT,080300,20.05,20170228,4,16,,,
16,WD,PF_0000039_01,2017-02-28 07:00:00,FG,EO,080300,2.5,20170228,4,17,,,
17,EI,PF_0000039_01,2017-02-28 07:00:00,FG,NT,080300,2.7,20170228,4,18,,,
