,fatrCode,facilityId,measDate,fldCode,sectCode,itemCode,senVal,ymd,cntCollect,num,totalRows,totalPage,currentPage
0,CI,PF_0002525_01,2019-08-08 00:00:00,FG,EI,080300,479.27,20190808,60,1,11370.0,12,1
1,HI,PF_0002525_01,2019-08-08 00:00:00,FG,EI,080300,100,20190808,180,2,,,
2,WS,PF_0002525_01,2019-08-08 00:00:00,FG,EO,080300,0,20190808,60,3,,,
3,TE,PF_0002525_01,2019-08-08 00:00:00,FG,EO,080300,26.26,20190808,60,4,,,
4,TI,PF_0002525_01,2019-08-08 00:00:00,FG,EI,080300,27,20190808,180,5,,,
5,TL,PF_0002525_01,2019-08-08 00:00:00,FG,EL,080300,0,20190808,60,6,,,
6,WD,PF_0002525_01,2019-08-08 00:00:00,FG,EO,080300,,20190808,60,7,,,
7,SR,PF_0002525_01,2019-08-08 00:00:00,FG,EO,080300,0,20190808,60,8,,,
8,HL,PF_0002525_01,2019-08-08 00:00:00,FG,NT,080300,0,20190808,60,9,,,
9,RP,PF_0002525_01,2019-08-08 00:00:00,FG,EO,080300,0,20190808,60,10,,,
10,WS,PF_0002525_01,2019-08-08 01:00:00,FG,EO,080300,0,20190808,60,11,,,
11,RP,PF_0002525_01,2019-08-08 01:00:00,FG,EO,080300,0,20190808,60,12,,,
12,WD,PF_0002525_01,2019-08-08 01:00:00,FG,EO,080300,,20190808,60,13,,,
13,TE,PF_0002525_01,2019-08-08 01:00:00,FG,EO,080300,26.02,20190808,60,14,,,
14,HI,PF_0002525_01,2019-08-08 01:00:00,FG,EI,080300,99.92,20190808,180,15,,,
15,TL,PF_0002525_01,2019-08-08 01:00:00,FG,EL,080300,0,20190808,60,16,,,
16,CI,PF_0002525_01,2019-08-08 01:00:00,FG,EI,080300,516.03,20190808,60,17,,,
17,SR,PF_0002525_01,2019-08-08 01:00:00,FG,EO,080300,0,20190808,60,18,,,
18,HL,PF_0002525_01,2019-08-08 01:00:00,FG,NT,080300,0,20190808,60,19,,,
19,TI,PF_0002525_01,2019-08-08 01:00:00,FG,EI,080300,26.77,20190808,180,20,,,
20,TI,PF_0002525_01,2019-08-08 02:00:00,FG,EI,080300,26.76,20190808,180,21,,,
21,TL,PF_0002525_01,2019-08-08 02:00:00,FG,EL,080300,0,20190808,60,22,,,
